retweetCount,favoriteCount,text,time
9825,23055,"It is fantastic to hear our son wishing ""Good luck Dad!"" http://www.sportlobster.com/post/555944/it-is-fantastic-to-hear-our-so.html …",2015-04-21T18:10:37.000Z
4194,10718,Go for gold with my exclusive #CR7Footwear Gold Edition http://www.CR7Footwear.com  #Cerciguibenefit,2015-04-20T14:58:06.000Z
3277,7959,I have just entered my predictions for A. Madrid - R. Madrid on #VivaRonaldo. What about you? @VivaRonaldo,2015-04-13T16:33:27.000Z
5287,14659,Celebrating the birthday of a great friend. http://www.sportlobster.com/post/550642/celebrating-the-birthday-of-a.html …,2015-04-09T21:44:19.000Z
6994,17654,"Good news about my #CR7Underwear. Microfiber fabric is now available, making it very comfortable, light and soft.",2015-04-09T15:46:23.000Z
12979,26683,Exercise all you can! It's good for your body and your mind!,2015-04-06T20:48:32.000Z
26002,34585,Happy to have scored 5 goals with this excelent team work. Thank you for all your support. ... http://www.sportlobster.com/post/548124/happy-to-have-scored-5-goals-w.html …,2015-04-05T13:25:17.000Z
6178,17239,Nice dinner with a good friend. http://www.sportlobster.com/post/546302/nice-dinner-with-a-good-friend.html …,2015-04-02T21:44:43.000Z
6266,15302,"I love @SacoorBrosME suits, the quality of materials, tailor-made service and amazing experience in stores. Try it!",2015-04-01T11:20:23.000Z
7040,18932,Family time is precious time and I'm enjoying it. http://www.sportlobster.com/post/545284/family-time-is-precious-time-a.html …,2015-03-31T15:52:58.000Z
6648,14038,Important win for the team against Serbia. One step closer to #euro2016. #forçaportugal http://www.sportlobster.com/post/544762/important-win-for-the-team-aga.html …,2015-03-29T22:40:52.000Z
12251,24013,"Hey @07RQuaresma, thought you could use a little more speed for our next match! 😉🔥#mercurial",2015-03-26T12:57:47.000Z
5804,14196,O nosso brazão. As nossas cores. O nosso orgulho. Põe o teu nome na nova camisola da Seleção. http://go.nike.com/07lcpeog ,2015-03-24T17:04:28.000Z
5104,12255,Our badge. Our colours. Our pride. Put your name on the new national team jersey. http://go.nike.com/07lcpeog ,2015-03-24T17:04:10.000Z
3666,8548,El Clasico weekend. Make your prediction ahead of the game on Sportlobster now. #halamadrid http://bit.ly/1bfpQtN ,2015-03-20T15:11:23.000Z
5029,12318,I'm proud to have my @TAGHeuer Special edition! #DontCrackUnderPressure http://tag.hr/baselworld ,2015-03-19T16:12:04.000Z
2682,6081,I have just entered my predictions for Barcelona - R. Madrid on #VivaRonaldo. What about you? @VivaRonaldo,2015-03-19T15:49:57.000Z
9072,17595,You saw my new CR7 #Mercurial on @Nikefootball’s Snapchat! Now get it in the Nike Football App http://gonike.me/Football_App ,2015-03-18T14:32:55.000Z
2449,5968,Welcome Jeremy Lin to the @TAGHeuer team. #DontCrackUnderPressure http://youtu.be/VeiNHmiGq-E ,2015-03-16T20:10:19.000Z
6445,7990,Zaid fled his home 3 years ago. He has forgotten the names of his old friends. We won’t forget Zaid #WithSyria,2015-03-16T12:53:28.000Z
5887,11207,"Commitment, dedication, hard work and drive to succeed are some of the values that I share with @SacoorBrosME",2015-03-13T15:07:34.000Z
6424,12923,"Tomorrow is Champions
League day. All set! Vamos Real Madrid! http://www.sportlobster.com/post/533407/tomorrow-is-championsleague.html …",2015-03-09T16:09:18.000Z
7159,18845,Back on track. On my way to the training. http://www.sportlobster.com/post/533170/back-on-track-on-my-way-to-th.html …,2015-03-09T09:38:32.000Z
21011,25393,Happy birthday @realmadrid for the 113 years of success.,2015-03-06T12:47:37.000Z
2289,5931,Make your predictions for tomorrow’s match on the Sportlobster app & climb the leaderboard. http://lnk.to/cT4Lf ,2015-03-06T11:37:31.000Z
3141,5648,Skills + Fun + Fashion = Shine in my shoes #cr7footwear http://www.cr7footwear.com ,2015-03-05T15:53:08.000Z
9806,19255,Good morning ! Leaving for training with this nice weather. http://www.sportlobster.com/post/529806/good-morning-leaving-for-tra.html …,2015-03-04T09:11:44.000Z
4665,10725,Training session for the next match. #halamadrid http://www.sportlobster.com/post/529399/training-session-for-the-next.html …,2015-03-03T17:43:56.000Z
3206,6664,Can’t wait to show you how much fun I had… #CheckItOut at http://www.cr7footwear.com ,2015-02-27T21:01:27.000Z
7872,18121,Happy to share with you some new images from my #CR7Shirts campaign! I hope you like it.,2015-02-25T19:17:52.000Z
8742,19302,Playing with my kid. CR Junior 2 - CR 1!! http://www.sportlobster.com/post/522443/playing-with-my-kid-cr-junior.html …,2015-02-23T17:04:32.000Z
6783,13556,Tomorrow we’ll face Elche. Vamos @realmadrid! http://www.sportlobster.com/post/519641/tomorrow-well-face-elche-v.html …,2015-02-21T15:00:37.000Z
3093,6492,Don’t miss anything in the world of sports with the Sportlobster app. Download it now. http://lnk.to/cT4Lf ,2015-02-20T15:00:13.000Z
4533,9872,Here's a sneak peek of the new @SacoorBrosME Collection. Every detail counts and that makes us unique. #PerfectMatch,2015-02-19T16:55:44.000Z
6466,12198,"The team has reached its goal. Another important win in the
competition. #halamadrid #UCL http://www.sportlobster.com/post/517240/the-team-has-reached-its-goal.html …",2015-02-19T10:01:27.000Z
2904,6245,Have you tried the Sportlobster app? Download it now. I’ll follow back some of you http://lnk.to/cT4Lf ,2015-02-16T16:45:45.000Z
6670,14670,Want to know what it’s like walking in my shoes? My #cr7footwear collection launches today! http://www.cr7footwear.com ,2015-02-15T12:53:55.000Z
7117,12493,Happy for the win today #halamadrid http://www.sportlobster.com/post/513032/happy-for-the-win-today-halam.html …,2015-02-14T20:32:42.000Z
4855,9153,Very proud to be nominated for @LaureusSport Sportsman of the Year. #LWSA15,2015-02-11T11:57:56.000Z
32303,49737,30 years old! I can’t thank you enough for all your birthday messages and wishes! Thank you for your everyday support,2015-02-05T21:38:48.000Z
956,3860,Thanks @Daniel_Nilsen,2015-02-05T15:50:56.000Z
6434,14151,Revealing my SS15 #CR7Underwear campaign & my top tips for health and fitness on http://www.cr7underwear.com/cr7-ss15-launch.aspx … Check it out!,2015-02-03T19:49:50.000Z
57310,55465,Pido disculpas a todos y especialmente a Edimar por mi acto irreflexivo en el partido de hoy.,2015-01-24T17:47:49.000Z
5861,13438,Preparing for the next match against Córdoba. #realmadrid http://www.sportlobster.com/post/494127/preparing-for-the-next-match-a.html …,2015-01-21T16:02:34.000Z
4163,12031,"El libro @laclavemendes de @miguelcuestar y @jonathanschezm ya a la venta,con prólogo escrito por mi!No os lo perdáis",2015-01-16T20:30:14.000Z
3480,10041,Ya está a la venta @laclavemendes el libro donde pueden conocer mejor mi grande amigo Jorge Mendes ¡No os lo perdáis!,2015-01-16T20:21:18.000Z
14196,25738,My special #Mercurial for a night when we need to be at our best. @nikefootball,2015-01-15T08:27:07.000Z
14757,22502,No day off. Even if you’ve earned one. #JustDoIt http://gonike.me/CR7FB ,2015-01-13T09:37:49.000Z
42658,46577,"It's an unforgettable moment
in my life to win the Ballon d’Or for the third time! I fee... http://www.sportlobster.com/post/486492/its-an-unforgettable-moment.html …",2015-01-12T20:52:19.000Z
36284,35638,2014 was full of incredible moments. Thank you all! #Ballondor2014,2015-01-12T19:10:33.000Z
14455,22464,Press conference is done. Can’t wait for the ceremony! #ballondor2014,2015-01-12T16:39:43.000Z
24614,33559,On my way to #Ballondor2014 http://on.fb.me/1C7IISU ,2015-01-12T13:58:09.000Z
4357,10029,Think you’ve seen all my skills? Coming soon…. http://www.CR7Footwear.com ,2015-01-11T13:18:55.000Z
5467,13747,Great moment with the @Emirates crew last week in Dubai. RT @emirates: A crewfie with @Cristiano #AllTimeGreats,2015-01-06T13:06:52.000Z
2996,6803,Back to La Liga. Tomorrow we’ll face Valencia. Predict the result on Sportlobster http://bit.ly/RMVPred ,2015-01-03T16:00:49.000Z
14115,28059,Hey guys. 2014 was great! Hope 2015 will be amazing for all. Happy New Year!i,2014-12-31T20:37:59.000Z
3192,6266,Let’s make the new year a little brighter for kids & families around the world. Everyone can help @SavetheChildren,2014-12-31T08:54:51.000Z
9355,16381,Very proud to receive the Globe Soccer Best Player of the Year award and the Fan's Favourit... http://www.sportlobster.com/post/475374/very-proud-to-receive-the-glob.html …,2014-12-29T23:03:50.000Z
9199,19741,Having a great time in Dubai! http://www.sportlobster.com/post/473431/having-a-great-time-in-dubai.html …,2014-12-27T10:13:40.000Z
16006,13561,I met brave Martunis who survived the South Asian #tsunami 10 years ago.  I thank those who helped. @SavetheChildren,2014-12-26T12:30:48.000Z
8381,16350,"Merry Christmas, everyone! May your Christmas be magic and your dreams come true! http://www.sportlobster.com/post/472402/merry-christmas-everyone-may.html …",2014-12-25T15:11:17.000Z
1617,4064,Sportlobster has a brand new look. What do you think? http://bit.ly/1xrrcL0 ,2014-12-23T16:28:37.000Z
6359,14896,Nice to relax and have some fun on some days off. http://www.sportlobster.com/post/471240/nice-to-relax-and-have-some-fu.html …,2014-12-23T12:55:26.000Z
2671,6403,Here are some of my favourite pieces from CR7 collection! Check it out! http://www.cr7underwear.com  http://www.cr7shirts.com ,2014-12-22T17:03:44.000Z
6902,13043,I feel so proud to be honoured with a statue in Madeira. It's a huge joy to share this mome... http://www.sportlobster.com/post/469974/i-feel-so-proud-to-be-honoured.html …,2014-12-21T20:08:01.000Z
4401,8634,"Honoured to receive the Cordão Autonómico de Distinção, the highest distinction of Made... http://www.sportlobster.com/post/469792/honoured-to-receive-the-corda.html …",2014-12-21T17:52:15.000Z
24502,28746,Another important trophy for the team. The Club World Cup is ours. Hala Madrid!,2014-12-20T22:33:01.000Z
5070,10835,"Today I proudly announce my new partnership with Sacoor Brothers, a portuguese clothing brand. http://bit.ly/SacoorBrothers ",2014-12-19T11:03:52.000Z
5005,9339,"In Christmas,it's very special to think about Portugal, its nice people, good food and moments http://bit.ly/1vhxh9i ",2014-12-18T14:59:03.000Z
10047,16038,We're in the final of the Club World Cup. Hala Madrid!,2014-12-17T13:06:10.000Z
2898,4669,I was just nominated for Globe Soccer Fan’s Favorite Player of The Year Award. Vote here http://bit.ly/GlobeSocceriOS  or http://bit.ly/GlobeSoccerAndroid …,2014-12-16T10:25:39.000Z
8976,15145,Thank you BBC for choosing me as 2014 Overseas Sports Personality. It’s very rewarding to win this award.,2014-12-15T19:26:35.000Z
3032,5387,Wanna know what I think about my new #CR7shirts collection? Check out. http://youtu.be/sZV_fAcAzl0  http://www.cr7shirts.com ,2014-12-11T16:39:40.000Z
8809,15197,"My mother is, without any doubt, a mother courage. I feel very thankful and proud to be her... http://www.sportlobster.com/post/447412/my-mother-is-without-any-doub.html …",2014-12-08T20:42:15.000Z
2956,5266,Tuesday we’ll play for the Champions League. Predict the result on Sportlobster #HalaMadrid http://bit.ly/RMvsLudo ,2014-12-07T18:07:43.000Z
